title	abstract	journal	publication_date	doi	authors	pos	pos_last
Visualization of alloantigen-specific, EGFP-engineered T lymphocytes in a rat kidney transplantation model.		Transplantation proceedings	2001-03-27	10.1016/s0041-1345(00)02165-5	Schröder,G|Hammer,M|Risch,K|Flügel,A|Brock,J|Lehmann,M|Ritter,T|Volk,HD	8	1
Heme oxygenase-1 gene therapy: a novel immunomodulatory approach in liver allograft recipients?		Transplantation proceedings	2001-03-27	10.1016/s0041-1345(00)02151-5	Ke,B|Shen,XD|Melinek,J|Gao,F|Ritter,T|Volk,HD|Busuttil,RW|Kupiec-Weglinski,JW	6	3
Prolactin enhances the in vitro production of IgG in peripheral blood mononuclear cells from patients with systemic lupus erythematosus but not from healthy controls.	"Recent evidence suggests that prolactin (PRL) plays a part in the pathogenesis of systemic lupus erythematosus (SLE). Because B cell hyperreactivity and autoantibodies are characteristic hallmarks of SLE, this study aimed at assessing the impact of this pituitary hormone on IgG production by stimulating peripheral blood mononuclear cells (PBMC) with PRL.
PBMC from 11 patients with SLE assessed by the ECLAM score and eight healthy controls were incubated with PRL and cultured for seven days. IgG production was measured by enzyme linked immunosorbent assay (ELISA).
Spontaneous IgG production of SLE PBMC was significantly enhanced compared with that found in healthy controls. After PRL stimulation, the IgG concentrations of supernatants from SLE PBMC were significantly higher than those of unstimulated PBMC (median 394 ng/ml). Of note, the physiological concentration of PRL (20 ng/ml) induced IgG production more effectively (median 1139 ng/ml) than PRL at 100 ng/ml (median 1029 ng/ml). In contrast, preincubation with PRL did not stimulate IgG production in normal PBMC. A significant correlation between PRL induced IgG production and the disease activity (ECLAM) of the patients with SLE was seen. Moreover, the maximum amount of PRL induced IgG depended on the serum PRL concentrations of the patients with SLE.
The results suggest that PBMC from patients with SLE have an extraordinarily high susceptibility to PRL, showing the most striking effect at a concentration usually found in vivo. This indicates a potential role for mild hyperprolactinaemia in the pathogenesis of SLE, influencing both IgG production and disease activity."	Annals of the rheumatic diseases	2001-02-15	10.1136/ard.60.3.242	Jacobi,AM|Rohde,W|Volk,HD|Dörner,T|Burmester,GR|Hiepe,F	3	4
Release of WBC-derived IL-1 receptor antagonist into supernatants of RBCs: influence of storage time and filtration.	"Transfusion-associated immunodepression may be related to the transfer of immunoinhibitory cytokines with blood components.
After evidence of increasing concentrations of IL-1 receptor antagonist (IL-1RA) but not of IL-10 was obtained in supernatants of stored RBC units that were WBC-reduced by centrifugation (C-RBCs) in a pilot study, IL-1RA concentrations were determined weekly in supernatants of C-RBCs and in units that underwent prestorage WBC reduction by in-line filtration (F-RBCs) over a 49-day storage. For assessing total IL-1RA content, complete cell lysis by repeated freezing and thawing was done. The results were related to the changes in WBC count during storage. The dependency of IL-1RA content on preparation procedures was assessed.
The prestorage IL-1RA concentration in C-RBCs (859 +/- 218 pg/mL) was significantly higher than in F-RBC (75 +/- 13 pg/mL). Whereas no changes were seen in F-RBCs during storage, IL-1RA levels in C-RBC supernatants drastically increased to levels about 50 times those in normal plasma (16,327 +/- 2,686 pg/mL on Day 49). Follow-up analysis revealed stringent correlation between IL-1RA release into supernatants and the current loss of WBCs (r = 0.79, n = 42; p<0.001). The total IL-1RA content did not change during storage and was directly dependent on prestorage WBC count. Preparation procedures altered the IL-1RA content only by WBC reduction.
The immunosuppressive cytokine IL-1RA is transmitted by RBCs in relation to WBC content and storage time."	Transfusion	2001-02-13	10.1046/j.1537-2995.2001.41010067.x	Büttnerova,I|Bäumler,H|Kern,F|Radtke,H|Volk,HD|Kiesewetter,H|Döcke,WD	5	3
[Cytomegalovirus infections in patients after organ transplantation. Epidemiology, diagnosis, therapy].		Der Internist	2000-12-29	10.1007/s001080050686	Prösch,S|Reinke,P|Volk,HD|Krüger,DH	3	2
Homing of in vitro-generated donor antigen-reactive CD4+ T lymphocytes to renal allografts is alpha 4 beta 1 but not alpha L beta 2 integrin dependent.	The extravasation and sequestration of Ag-reactive T lymphocytes into vascularized organ allografts depend on a cascade of complex interactions among circulating lymphocytes, endothelial cells, and extracellular matrix proteins. Ag-activated donor-specific CD4 T cells are major initiators and effectors in the allograft rejection response. Interfering with the intragraft homing of activated CD4 T cells may represent a novel therapeutic approach in transplant recipients. We have developed a FACS-based short-term homing assay that allows tracing in vitro-generated Ag-reactive CD4 T cells after adoptive transfer in test rat recipients. Allospecific cell lines were preincubated with anti-alpha(4)beta(1) or anti-alpha(L)beta(2) mAb, because of enhanced expression of both integrin receptors after alloactivation. The pretreated Lewis(BN) lymphocytes were carboxyfluorescein diacetate succinimidyl ester labeled and adoptively transferred into Lewis rat recipients of Brown Norway kidney allografts. The injection of equal numbers of PKH-26-labeled untreated cells allowed quantitative comparison of both populations in the same animal. Ex vivo treatment with anti-alpha(4)beta(1) mAb diminished intragraft infiltration of adoptively transferred T cells by 85% in a donor-specific fashion. In contrast, treatment with anti-alpha(L)beta(2) mAb did not affect intragraft cell sequestration. Hence, blocking alpha(4)beta(1) integrin interactions represents a novel strategy in preventing local intragraft recruitment of Ag-reactive CD4 T cells in transplant recipients.	Journal of immunology (Baltimore, Md. : 1950)	2000-12-21	10.4049/jimmunol.166.1.596	Hammer,MH|Zhai,Y|Katori,M|Ritter,T|Volk,HD|Coito,AJ|Kupiec-Weglinski,JW	5	3
Mechanisms of tolerance induction in second renal allografts of a chronic rejection model.	In a previous experiment we demonstrated the induction of tolerance by the allograft itself. In this model of weak histoincompatibility, second grafts of donor origin replacing chronically rejected first renal allografts were accepted long term. Additionally grafted donor-specific hearts functioned indefinitely while adoptive transfer experiments demonstrated the development of donor-specific transferable tolerance. In the current experiment we compared intragraft gene expression of chronically rejected first and tolerant second grafts by RT-PCR. Second renal allografts of donor origin (F-344) replaced first grafts 2, 4, 8, 12, and 16 weeks after the initial engraftment. No immunosuppression was used during second engraftment. Grafts were followed by serial proteinuria; morphological and immunohistological studies (APAAP/infiltrating cells, ICAM-1, MHC II expression) and competitive RT-PCR analyses (expressed as arbitary units AU/cDNA) for relevant cells and cytokines (CD-3, IFNgamma, IL-10, and IL-4) were assessed by the end of the observation period (16 weeks). Macrophages/monocytes (ED-1+) and T-cells (CD-5 and CD-4+) infiltrated first allografts in high numbers by 12 weeks associated with strong structural signs of chronic graft rejection (ca. 30% arterio- and glomerulosclerosis, tubular atrophy and interstitial fibrosis). Cellular infiltrates in second grafts were prominent, however significantly reduced, while histological changes were minor. At cDNA levels, CD-3 transcripts were elevated in second renal allografts performed 2, 4, and 8 weeks after the initial engraftment while comparable levels were observed when second engraftment was performed after 12 and 16 weeks. Analyses of relevant cytokines demonstrated a TH1/TH2 shift independent from the time interval between first and second engraftment. These results emphasize the role of alloresponsiveness for the development of chronic graft dysfunction. Mechanisms of tolerance induction in our model are associated with a distinct alloresponsive pattern. A crucial role for regulatory T-cells is suggested.	Transplant international : official journal of the European Society for Organ Transplantation	2000-12-09	10.1007/s001470050387	Reutzel-Selke,A|Tullius,SG|Graser,E|Nieminen-Kelhä,M|Jonas,S|Bechstein,WO|Neuhaus,P|Volk,HD	8	1
Catecholamines induce IL-10 release in patients suffering from acute myocardial infarction by transactivating its promoter in monocytic but not in T-cells.	The anti-inflammatory cytokine IL-10 is up-regulated in response to TNF-alpha suggesting a control mechanism of inflammation. In addition, we recently found systemic IL-10 release in response to acute stress reactions in the absence of any systemic inflammation. In vitro and in vivo studies in experimental models suggest that catecholamines induce IL-10 release via a cyclic adenosine monophosphate/protein kinase A (cAMP/PKA) dependent pathway. Here we studied patients for plasma IL-10 after acute myocardial infarction, a very stressful event without significant signs of systemic inflammation. In fact, the activation of the sympathetic system initiated by cardiac infarction was accompanied by a temporary systemic release of IL-10. Catecholamine induced IL-10 may be released by different cells. Recently, we demonstrated that catecholamines directly stimulate the IL-10 promoter/enhancer via a cAMP/PKA pathway in monocytic cells. A cAMP responsive element (CRE) was identified as major target. Here we show that there is no influence of catecholamines on the IL-10 promoter activity in T-cells. In contrast to monocytic cells, in T-cells cAMP-induced PKA-dependent phosphorylation of the CRE-binding protein 1 (CREB-1) seems to play a marginal role in IL-10 induction, which was reflected by a low cAMP-dependent IL-10-promoter/enhancer stimulation in reporter gene assays. Thus, catecholamines are directly involved in the regulation of IL-10 expression in monocytic but not in T-cells after acute stressful conditions.	Molecular and cellular biochemistry	2000-12-07		Riese,U|Brenner,S|Döcke,WD|Prösch,S|Reinke,P|Oppert,M|Volk,HD|Platzer,C	7	2
The treatment of psoriasis with IL-10: rationale and review of the first clinical trials.	By virtue of its anti-inflammatory and immunosuppressive properties, IL-10 plays a crucial role in several immune reactions, including regulatory mechanisms in the skin. In psoriasis, a common cutaneous immune disease, a relative deficiency in cutaneous IL-10 expression is observed. Several lines of evidence suggest that IL-10 could have antipsoriatic abilities. One pilot and two Phase II trials with sc. IL-10 administration over 3 - 7 weeks in patients with moderate to severe psoriasis have supported this hypothesis. The therapy was well-tolerated and clinical efficiency was found in the majority of patients. Immunosuppressive effects (depressed monocytic HLA-DR expression, TNF-alpha and IL-12 secretion capacity, IL-12 plasma levels and responsiveness to recall antigens) as well as a shift towards a Type 2 cytokine pattern (increasing proportion of IL-4, IL-5, and IL-10 producing T-cells, selective increase in IgE serum levels) were observed. These investigations suggest that IL-10 is of major importance in psoriasis and show that IL-10 administration represents a new therapeutic approach. However, long-term administration of large recombinant protein limits the value of this novel therapeutic approach. As such, neither oral nor topical applications are possible; there is a risk of the development of neutralising antibodies.	Expert opinion on investigational drugs	2000-11-04	10.1517/13543784.9.1.95	Asadullah,K|Döcke,WD|Sabat,RV|Volk,HD|Sterry,W	4	2
IL-15 and IL-16 overexpression in cutaneous T-cell lymphomas: stage-dependent increase in mycosis fungoides progression.	Cytokines are of major importance for the pathogenesis of cutaneous T-cell lymphomas (CTCL). Recent data suggested that IL-15 and IL-16 are survival/growth factors for the malignant T cells in these entities. To investigate the expression of IL-15 and IL-16 in mycosis fungoides (MF) and CD30+ pleomorphic T-cell lymphoma in vivo, we established a competitive RT-PCR technique. Analyzing skin biopsies from CTCL patients at different stages in comparison to psoriatic and healthy skin, we found IL-15 and IL-16 mRNA overexpression in both CTCL entities. Remarkably, there was some evidence for a stage-dependent increase during MF progression. We found only slight overexpression in early stage MF, when only few tumor cells are detectable within the infiltrates, whereas marked overexpression was found in more advanced lesions, which are characterized by a higher density of malignant cells. These results suggested that CTCL cells themselves might produce the cytokines. To further elucidate this hypothesis, two CTCL cell lines were analyzed but gave conflicting results. Therefore, the cellular origin of the IL-15 and IL-16 overexpression in CTCL remains unclear. Considering the significant overexpression of IL-15 and IL-16 and their biological capacities it is likely that these cytokines contribute to the tumor development. So, they might be involved in growth and skin homing of CTCL cells.	Experimental dermatology	2000-08-19	10.1034/j.1600-0625.2000.009004248.x	Asadullah,K|Haeussler-Quade,A|Gellrich,S|Hanneken,S|Hansen-Hagge,TE|Döcke,WD|Volk,HD|Sterry,W	7	2
Survival of corneal allografts following adenovirus-mediated gene transfer of interleukin-4.	"Genetic manipulation of the donor cornea ex vivo prior to transplantation may allow modulation of the allogeneic immune response following penetrating keratopasty. In this study we investigated the effect of adenovirus-mediated gene transfer of the Th2 cytokine interleukin-4 (IL-4) to rat corneas in an experimental keratoplasty model.
Ex vivo manipulation of Wistar-Furth rat corneas was performed using E1/E3-deleted adenoviral vectors transferring the gene for rat IL-4 (AdrIL-4) under control of the CMV promoter. Following transfection with AdrIL-4 (2 x 10(8) pfu) in DMEM/2% FCS for 3 h, donor corneas were transplanted in MHC class I/II-incompatible Lewis rats. Fifty-two Lewis rats were randomly assigned to receive either nontransfected grafts (n=32), AdrIL-4-transfected grafts (n=8), or syngeneic grafts (n=12).
The rejection rate of AdrIL-4-transfected grafts (85.7%) could not be reduced as compared to controls (62.9%). In addition, the mean survival time of AdrIL-4-transfected grafts (12.6+/-4.5 days) did not differ (P>0.05) from that for untreated transplants (14.1+/-3.8 days).
Our results indicate that overexpression of IL-4 is not sufficient to reduce the rejection rate of corneal allografts in an experimental keratoplasty model. Further investigations are necessary to identify the reasons for failure and establish more efficient modulatory approaches."	Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie	2000-08-16	10.1007/pl00007896	Pleyer,U|Bertelmann,E|Rieck,P|Hartmann,C|Volk,HD|Ritter,T	5	2
Stimulatory and inhibitory action of cytokines on the regulation of hCMV-IE promoter activity in human endothelial cells.	Viral promoters are commonly used as regulatory elements in gene therapy vectors due to their strong activity in various cell lines in vitro. However, transgene expression under the control of viral promoters in vivo has been shown to be limited to a short period of time. Several mechanisms for the transient expression of the delivered transgene may be important including deletion of transduced cells or promoter downregulation. Recently we reported that cytokines may either decrease or increase the activity of the human cytomegalovirus (hCMV) promoter in monocytes depending on the differentiation status of the transduced cells. For many applications, the gene of interest has to be delivered into an inflammatory milieu (tumour, ischaemia/reperfusion, vector-induced inflammation etc.). In this report we investigated the influence of various inflammatory cytokines on the hCMV-IE promoter activity in transduced human primary endothelial cells (Huvec) in vitro, which may be the first target cells after gene transfer into different organs. Cultured cells were infected with an E1-deleted adenoviral vector encoding for E. colibeta-galactosidase (Adbeta-gal) driven by the hCMV-IE promoter and incubated either with or without various cytokines. Our results indicate that interferon-gamma (IFN-gamma) and interleukin-10 (IL-10) downregulate promoter activity in endothelial cells whereas, in contrast, tumour necrosis factor (TNF-alpha), interleukin 1beta (IL-1beta) and interleukin 4 (IL-4) increased the promoter activity. These results suggest that inflammatory processes influence the in vivo expression of transferred viral promoter controlled genes of interest.	Cytokine	2000-08-10	10.1006/cyto.2000.0689	Ritter,T|Brandt,C|Prösch,S|Vergopoulos,A|Vogt,K|Kolls,J|Volk,HD	7	1
Immune response after adenoviral gene transfer in syngeneic heart transplants: effects of anti-CD4 monoclonal antibody therapy.	"E1-deleted adenoviral vectors are frequently used for in vivo gene therapy. However, gene expression after adenovirus-(ad) mediated gene transfer is known to be transient due to the generation of an immune response against virus-infected cells. In this study, we asked whether an anti-CD4 mAb (RIB 5/2) treatment may improve the gene transfer into rat cardiac grafts.
We injected recombinant ad-constructs encoding for Escherichia coli beta-gal into syngeneic rat heart transplants via the proximal aorta. One-half of the recipients of genetically modified grafts received the anti-CD4 mAb RIB 5/2, whereas the other half received no monoclonal antibody treatment. Genetically unmodified isografts without any treatment of the recipients were used as additional controls. At different time points hearts were harvested and analyzed for reporter gene expression, intragraft cellular infiltration, and cytokine gene expression (quantitative ""real time"" reverse transcriptase polymerase chain reaction). Serum samples were analyzed for anti-ad-Ig using enzyme-linked-immunosorbent-assay.
In control animals the beta-gal reporter gene expression slowly increased until day 7 and then declined. The immunohistological and reverse transcriptase polymerase chain reaction intragraft analyses revealed a strong inflammatory response (cellular infiltration, cytokine expression) in ad-transfected grafts that may explain the delayed expression and fast down-regulation of the transgene. Treatment with RIB 5/2 mAb resulted in a faster and prolonged reporter gene expression, reduced graft infiltration, reduced anti-ad-Ig titers and less interferon-gamma up-regulation.
Our results indicate that modulation of the anti-ad immune response using a nondepleting anti-CD4 mAb may increase the efficiency of ad-vectors for gene therapy in the transplant setting."	Transplantation	2000-08-05		Schröder,G|Risch,K|Nizze,H|Kolls,J|Reinke,P|Brock,J|Lehmann,M|Volk,HD|Ritter,T	8	2
Ischemia/reperfusion injury-mediated down-regulation of adenovirus-mediated gene expression in a rat heart transplantation model is inhibited by co-application of a TNFRp55-Ig chimeric construct.	E1-deleted adenoviral vectors are efficient vectors for somatic gene therapy. Recently, we have shown that intratracheal application of an adenoviral reporter construct leads to significant reporter gene expression in rat lungs within 24 h. In contrast, reporter gene expression in syngeneic rat heart transplants after adenovirus-mediated gene transfer was delayed. Since the adenovirus cannot replicate, down-regulation of the hCMV-IE promoter controlled reporter gene expression in initially infected cells by cytokines, which are released as a result of ischemia/reperfusion injury, might be involved. In order to investigate the role of proinflammatory cytokines, eg TNF-alpha in affecting hCMV-IE promoter-driven reporter gene expression, transient blockade of TNF-alpha was achieved by local co-application of an Ad-construct encoding for a soluble TNFRp55-Ig chimeric molecule in a syngeneic rat heart transplantation model. Co-application of the reporter construct together with the TNFRp55-Ig chimeric molecule significantly increased the early reporter gene expression after transplantation. Moreover, infiltration of inflammatory cells (T cells, macrophages, NK cells) and production of TNF-alpha in the transplant was markedly reduced. Our results indicate that: (1) proinflammatory cytokines are involved in down-regulation of reporter gene expression in ischemia/reperfusion injured tissues; and (2) inhibition of TNF-alpha might be a useful tool to increase early gene expression in gene therapy protocols, particularly in transplantation. Gene Therapy (2000) 7, 1238-1243.	Gene therapy	2000-08-03	10.1038/sj.gt.3301222	Ritter,T|Schröder,G|Risch,K|Vergopoulos,A|Shean,MK|Kolls,J|Brock,J|Lehmann,M|Volk,HD	9	1
Analysis of CD8 T cell reactivity to cytomegalovirus using protein-spanning pools of overlapping pentadecapeptides.	The frequencies of human cytomegalovirus (HCMV) protein-specific CD8 T cells, identified by the presence of intracellular IFN-gamma, were measured by flow cytometry following stimulation of freshly isolated peripheral blood mononuclear cells (PBMC) with comprehensive peptide pools. These pools spanned the entire amino acid sequences of the HCMV pp65 and major immediate early (IE-1) proteins and consisted of 15-amino acid peptides with at least nine overlaps between neighboring peptides. As a result all potential CD8 T cell epitopes contained in these proteins were provided by the complete pools and, therefore, unlike with single epitopes, testing was independent of donor HLA type. Individual stimulating peptides from the same pools were identified in parallel experiments. Thus we found that our results with the complete pools using PBMC from 26 healthy HCMV-seropositive donors were 100% sensitive and specific with respect to predicting the presence of recognized epitopes in the respective proteins. In addition, cells from 15 renal transplant patients were tested with complete pools alone. While our results confirmed our previous contention that HCMV IE-1 is an important CD8 T cell target, the technical improvement we made in order to address this question has clearly wider implications. Similar pools may be applied to examine the role of proteins from other pathogens, in autoimmune disease or following vaccination.	European journal of immunology	2000-07-18	10.1002/1521-4141(200006)30:6<1676::AID-IMMU1676>3.0.CO;2-V	Kern,F|Faulhaber,N|Frömmel,C|Khatamzas,E|Prösch,S|Schönemann,C|Kretzschmar,I|Volkmer-Engert,R|Volk,HD|Reinke,P	8	3
Mechanisms of endotoxin tolerance in patients with alcoholic liver cirrhosis: role of interleukin 10, interleukin 1 receptor antagonist, and soluble tumour necrosis factor receptors as well as effector cell desensitisation.	"In patients with alcoholic liver cirrhosis, endotoxaemia is a frequent finding. Unknown mechanisms, however, prevent typical clinical symptoms of endotoxaemia in many patients.
We determined plasma levels of pro- and anti-inflammatory mediators, ex vivo cytokine secretion capacity, and expression of tumour necrosis factor (TNF) receptors on phagocytic blood cells in 49 patients with alcoholic cirrhosis and 41 age matched healthy controls.
In addition to increased levels of proinflammatory cytokines in cirrhotic patients, we observed consistent upregulation of the anti-inflammatory mediators interleukin 10 (IL-10) (plasma 15.75 (1. 6) v 6.6 (1.3) pg/ml (p<0.001); ex-vivo 108.4 (22.0) v 40.1 (7.4) pg/ml (p<0.05)), interleukin 1 receptor antagonist (plasma 527.1 (83) v 331.4 (56) pg/ml (p<0.05); ex vivo 19.9 (3.4) v 10.2 (2.7) ng/ml (p<0.01)), and soluble TNF receptors (sTNF-R) in plasma (sTNF-RI 3157.2 (506.2) v 607.9 (300.3) pg/ml; sTNF-RII 3331.0 (506. 2) v 1066.4 (225.1) pg/ml (p<0.001 for both)). Desensitisation at the target cell level was indicated by reduced expression of TNF receptor I on granulocytes (64.8 (6.5) v 40.1 (7.3)% positive cells; p<0.05) and unaltered plasma levels of soluble E-selectin.
In patients with alcoholic liver cirrhosis, upregulation of the pro- and anti-inflammatory cytokine system and simultaneous desensitisation of effector cells could explain the restricted systemic inflammatory response to chronic endotoxaemia. This alteration in immune status may lead to impairment of host defences against infections which are frequent complications of alcoholic cirrhosis."	Gut	2000-07-18	10.1136/gut.47.2.281	von Baehr,V|Döcke,WD|Plauth,M|Liebenthal,C|Küpferling,S|Lochs,H|Baumgarten,R|Volk,HD	8	1
Impaired antigen presentation by human monocytes during endotoxin tolerance.	Endotoxin tolerance (ET) has been described as a temporary alteration in the lipopolysaccharide (LPS) response of monocytic cells after an initial LPS exposure with respect to the production of soluble immunomodulators. Apart from the LPS response, monocytic cells play an important role in initiation of the specific immune response as antigen-presenting cells. This study investigated the capacity of human blood monocytes to induce T-cell stimulation in ET. First, the expression of monocyte surface molecules, important for T-cell interaction, was analyzed by flow cytometry. In vitro priming of peripheral blood mononuclear cells with LPS clearly down-regulates major histocompatibility complex class II molecules and the costimulatory molecule CD86. Both changes were dependent on the endogenous interleukin (IL)-10 and less so on the transforming growth factor-beta. In contrast, other accessory molecules on monocytes were only marginally down-regulated (CD58), were not significantly changed during ET (CD40), or even remained up-regulated after initial LPS priming (CD54, CD80). Second, an impact of these phenotypic alterations on the accessory function of monocytes was observed. This was manifested as diminished T-cell proliferation and interferon (IFN)-gamma release in response to the presence of different recall antigens. Neutralizing IL-10 during LPS priming prevented the diminished T-cell IFN-gamma production but had little effect on T-cell proliferation. These data confirm that ET is an appropriate model of the monocyte functional state in immunoparalysis, which is frequently observed in patients after septic shock, trauma, or major surgery.	Blood	2000-07-13		Wolk,K|Döcke,WD|von Baehr,V|Volk,HD|Sabat,R	4	2
Potential of allospecific gene-engineered T cells in transplantation gene therapy: specific T cell activation determines transgene expression in vitro and in vivo.	T lymphocytes, regardless of their specificity, are considered key targets for genetic modification in the treatment of inherited or acquired human diseases. In this study, we generated Lewis T cell lines specific for Dark Agouti rat alloantigens and tested the potential of allospecific T lymphocytes as carriers of genes encoding therapeutic proteins in transplantation gene therapy. These allospecific T lymphocytes were successfully, stably transduced with enhanced green fluorescent protein (EGFP) by an Mo-MuLV-based retrovirus vector. A novel gene delivery protocol was utilized, resulting in nearly 100% EGFP-expressing T cells. This approach enabled tracking of allospecific transduced T cells in vivo and illustrates their transgene production by fluorometric determination after ex vivo isolation. Quantitation of EGFP transgene expression was used to determine the influence of T cell receptor-specific activation on transgene regulation. A strict positive correlation between activation state and expression level was detected in vitro and in vivo. The activation-induced increase in transgene expression could be blocked by interference with T cell activation signaling pathways by cyclosporin A, anti-CD4 MAb, or CTLA4-Ig. These data provide strong evidence that direct or indirect effects caused by activation-induced transcription factors are crucial in transgene upregulation. Allospecific activation in spleens, lymph nodes, and transplanted grafts can be considered as antigen-specific targeting strategy. This activation might be useful in expressing therapeutic proteins such as TGF-beta or IL-10 specific to these sites. T lymphocyte priming and activation might be prevented or altered by modification of the local microenvironments, thereby exerting a therapeutic influence on acute and chronic graft rejection processes.	Human gene therapy	2000-07-13	10.1089/10430340050032401	Hammer,MH|Flügel,A|Seifert,M|Lehmann,M|Brandt,C|Volk,HD|Ritter,T	6	2
Immunological monitoring of the inflammatory process: Which variables? When to assess?	Monitoring the immune responses in critically ill patients helps us to understand pathophysiological aspects of inflammation, immune deficiency, and infection, and to assess objective measures of therapeutic success. Monitoring should be adapted to the individual therapeutic approach. We recommend the measurement of substances in plasma that indicate systemic inflammatory processes, such as tumour necrosis factor (TNF), interleukin (IL)-6, and C-reactive protein (CRP), and invasive infection or endotoxaemia, such as procalcitonin (PCT). Moreover, it is important to evaluate the functional activity of the immune system, which can fail like other organs in the process of multiple organ failure. The resulting immunodeficiency results in failure to eliminate invading pathogens. Plasma concentration of IL-10 and of monocytic function and phenotype (HLA-DR+, CD14+ monocytes, ex vivo TNF secretion capacity) are the most valuable measurements for this purpose.	The European journal of surgery. Supplement. : = Acta chirurgica. Supplement	2000-07-13	10.1080/11024159950188600	Volk,HD|Reinke,P|Döcke,WD	1	3
A novel link between stress and human cytomegalovirus (HCMV) infection: sympathetic hyperactivity stimulates HCMV activation.	Recently, inflammatory mediators such as TNFalpha were identified as triggering active human cytomegalovirus (HCMV) infection. Here, we demonstrate that a highly stressful event in the absence of systemic inflammation, as observed in patients with acute myocardial infarction, leads to the development of an active HCMV infection in latently infected patients. Elucidating the molecular mechanism of virus activation, we could show that catecholamines directly stimulate the HCMV immediate-early (IE) enhancer/promoter in monocytic cells via beta-2 adrenergic receptors. Subsequent activation of the cAMP/PK-A-signaling pathway results in enhanced synthesis and binding of the transcription factor CREB-1/ATF-1 to the cAMP-responsive elements within the IE enhancer. Epinephrine also enhanced HCMV gene expression in infected THP-1 cells by about 50% in three of four experiments. These data suggest that HCMV, like HSV-1 and VZV, can be (re)activated under stress conditions.	Virology	2000-06-30	10.1006/viro.2000.0367	Prösch,S|Wendt,CE|Reinke,P|Priemer,C|Oppert,M|Krüger,DH|Volk,HD|Döcke,WD	7	2
Intramyocardial electrogram recordings (IMEG) for diagnosis of cellular and humoral mediated cardiac allograft rejection.	"The purpose of this study was to prove the reliability of intramyocardial electrogram (IMEG) recordings for diagnosis and treatment monitoring of (1) cellular and (2) humoral mediated allograft rejection after heart transplantation.
Fifteen beagle dogs underwent heterotopic neck-heart transplantation. Eight of them were previously sensitized through several skin transplantations. IMEG recordings were performed daily. Donor-specific antibodies (IgG, IgM) were determinated in serum daily. Transmyocardial biopsies were performed every two days.
In the sensitized group (group I) accelerated rejection occurred under triple drug immunosuppression with cyclosporine A, azathioprine, and cortisone on the fifth postoperative day (range: 4th-5th). All episodes were detected through IMEG diagnosis. In each case rejection could be treated successfully. In the cellular mediated group (group II), the average sensitivity for rejection diagnosis of a single lead was 24% for the unipolar and 42% for the bipolar leads. When the voltages of different leads were summed up the sensitivity rose to 36% (3 unipolar), 81% (3 bipolar) and 100% (all leads). During rejection therapy the IMEG recovered within 24-48 hours.
The IMEG detects cellular and humoral mediated rejection early and with high reliability. The rejection-related changes of grade 2/3a rejection in IMEG seem to follow a Ofocal patternO similar to the histology. Therefore the recording of several, preferably bipolar, electrode configurations appears to enhance diagnostic reliability."	Annals of thoracic and cardiovascular surgery : official journal of the Association of Thoracic and Cardiovascular Surgeons of Asia	2000-06-28		Knosalla,C|Grauhan,O|Muller,J|Pfitzmann,R|Fietze,E|Cohnert,T|Volk,HD|Hetzer,R	7	2
Contribution of prolonged ischemia and donor age to chronic renal allograft dysfunction.	As a consequence of an advancing discrepancy between supply of suitable grafts and demand from potential recipients, less than optimal organs are increasingly being used. Although clinical studies demonstrate the involvement of various risk factors, including donor age and duration of ischemia on long-term graft outcome, their individual contribution and correlation has not been followed experimentally. After cold ischemic times of 5, 60, and 120 min, kidney allografts of 3-, 12-, and 18-mo-old Fischer 344 donors were transplanted into 3-mo-old Lewis rats. Age-related changes were examined in matched native uninephrectomized controls. Proteinuria and creatinine clearance were determined, and histologic and immunohistologic studies were assessed and quantified at the end of the observation period (20 wk). All grafts functioned satisfactorily with the exception of one graft each from 12- and 18-mo-old donors with prolonged ischemia (120 min). Functional deterioration and structural changes progressed in parallel to increasing donor age and prolonged ischemia. The impact of expanded ischemia was particularly detrimental in grafts from older donor animals. Donor age and duration of ischemia act in a synergistic manner in our model. Brief ischemic times seem of particular relevance when grafts from older donors are being used.	Journal of the American Society of Nephrology : JASN	2000-06-23	10.1681/ASN.V1171317	Tullius,SG|Reutzel-Selke,A|Egermann,F|Nieminen-Kelhä,M|Jonas,S|Bechstein,WO|Volk,HD|Neuhaus,P	7	2
